sequence	training_session.thisRepN	training_session.thisTrialN	training_session.thisN	training_session.thisIndex	training_2n.thisRepN	training_2n.thisTrialN	training_2n.thisN	training_2n.thisIndex	training_3n.thisRepN	training_3n.thisTrialN	training_3n.thisN	training_3n.thisIndex	training_4n.thisRepN	training_4n.thisTrialN	training_4n.thisN	training_4n.thisIndex	allrep_2nback.thisRepN	allrep_2nback.thisTrialN	allrep_2nback.thisN	allrep_2nback.thisIndex	trials_2nback.thisRepN	trials_2nback.thisTrialN	trials_2nback.thisN	trials_2nback.thisIndex	allrep_3nback.thisRepN	allrep_3nback.thisTrialN	allrep_3nback.thisN	allrep_3nback.thisIndex	trials_3nback.thisRepN	trials_3nback.thisTrialN	trials_3nback.thisN	trials_3nback.thisIndex	allrep_4nback.thisRepN	allrep_4nback.thisTrialN	allrep_4nback.thisN	allrep_4nback.thisIndex	trials_4nback.thisRepN	trials_4nback.thisTrialN	trials_4nback.thisN	trials_4nback.thisIndex	buffer02_txt.started	test_griddot_resp2.started	test_griddot_resp2.keys	test_griddot_resp2.rt	buffer23_txt.started	test_griddot_resp3.started	test_griddot_resp3.keys	test_griddot_resp3.rt	buffer34_txt.started	test_griddot_resp4.started	test_griddot_resp4.keys	test_griddot_resp4.rt	confirm_resp.started	confirm_resp.keys	confirm_resp.rt	instr_text_2.started	buffer02_txt.stopped	griddot_resp2.started	griddot_resp2.keys	griddot_resp2.rt	buffer23_txt.stopped	griddot_resp3.started	griddot_resp3.keys	griddot_resp3.rt	buffer34_txt.stopped	griddot_resp4.started	griddot_resp4.keys	griddot_resp4.rt	participant	session	date	expName	psychopyVersion	frameRate	...76
[(1, 1), (0, 0), (2, 0), (2, 2), (0, 2), (1, 2), (0, 0), (0, 2), (1, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	3	3	648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1082.6769176999803	['left', 'left', 'left', 'right', 'right', 'left']	[6.711549500003457, 9.183028199942783, 11.190384899964556, 13.129921199986711, 15.743064099922776, 16.893294099951163]	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(1, 2), (1, 2), (1, 0), (1, 1), (2, 1), (1, 2), (1, 1), (2, 1), (2, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	4	4	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1101.6735803999472	['left', 'left', 'right', 'left', 'left', 'right']	[7.514174900017679, 8.896552699967287, 10.873979500029236, 13.133398000034504, 15.312414100044407, 17.55238529993221]	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(0, 1), (2, 0), (1, 1), (0, 1), (0, 1), (2, 1), (0, 1), (2, 0), (0, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	5	5	645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1120.7006390999304	['right', 'left', 'left', 'right', 'left', 'right']	[6.920760600012727, 9.268839000025764, 12.216477899928577, 12.85930519993417, 15.88503809995018, 17.517069299938157]	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(0, 0), (0, 0), (0, 2), (1, 1), (2, 1), (2, 2), (0, 2), (0, 0), (2, 1), (1, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	480	NA	NA	NA	NA	NA	NA	NA	NA	1140.8355122999055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1143.9306409999265	1144.9007260999642	['left', 'left', 'right', 'left', 'right', 'right']	[9.093830300029367, 11.124027900048532, 12.802979300031438, 15.694358900072984, 17.079366000019945, 19.227178400033154]	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(0, 1), (0, 2), (1, 2), (1, 2), (0, 1), (2, 2), (1, 1), (1, 0), (1, 1), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1166.2471522999697	['right', 'left', 'left', 'left', 'right', 'left']	[8.955682900035754, 11.013741299975663, 13.950891899992712, 14.808545000036247, 16.874167900066823, 19.140672500012442]	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(1, 1), (1, 0), (2, 1), (0, 0), (1, 1), (0, 0), (2, 1), (1, 2), (1, 2), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	2	2	47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1186.89499099995	['left', 'right', 'right', 'left', 'left', 'right']	[9.122821299941279, 10.752068699919619, 13.164117699954659, 15.061183299985714, 17.269700499949977, 18.884571800008416]	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(0, 0), (2, 1), (2, 0), (0, 1), (0, 2), (2, 0), (2, 0), (2, 1), (2, 1), (2, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	3	3	196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1207.8924140000015	['right', 'right', 'right', 'left', 'right', 'right']	[9.508941099978983, 11.303418600000441, 13.089621899998747, 14.961071599973366, 16.70583670004271, 19.138662799960002]	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(1, 0), (1, 1), (2, 1), (1, 0), (1, 0), (2, 2), (1, 1), (1, 1), (1, 0), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	4	4	278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1228.9059307000134	['right', 'left', 'right', 'left', 'left', 'right']	[8.761456200038083, 11.581569400033914, 13.765633100061677, 15.13376880006399, 17.84800990007352, 18.967919400078245]	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(0, 0), (2, 1), (0, 2), (2, 1), (0, 0), (1, 2), (1, 1), (2, 1), (2, 2), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	5	5	655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1249.9039615999209	['right', 'left', 'left', 'right', 'left', 'right']	[8.888629099936225, 10.931648700032383, 14.590498699923046, 15.179821599973366, 16.60704169992823, 18.734163100016303]	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(2, 2), (0, 0), (2, 2), (2, 1), (1, 2), (0, 0), (1, 1), (0, 1), (0, 2), (0, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	0	0	532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1284.4150905999122	['left', 'left', 'left', 'right', 'right', 'left']	[9.294928599963896, 12.305477599962614, 13.134928400046192, 14.741064800065942, 16.5108479000628, 18.758624300011434]	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(2, 2), (0, 2), (0, 0), (0, 2), (1, 0), (2, 2), (1, 2), (2, 1), (1, 0), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	1	1	261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1305.4117742999224	['left', 'left', 'right', 'left', 'right', 'left']	[8.995932499994524, 12.101112100062892, 13.350734299980104, 14.9087731000036, 17.312569500063546, 19.4984038999537]	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(0, 0), (2, 0), (2, 2), (1, 2), (0, 0), (2, 1), (2, 2), (1, 2), (1, 2), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	2	2	328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1326.4099627999822	['right', 'right', 'right', 'right', 'left', 'right']	[9.325427899952047, 10.931127499905415, 13.25494739995338, 14.739571699989028, 17.174706399906427, 19.35413799993694]	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(0, 1), (1, 2), (2, 0), (2, 2), (0, 1), (0, 0), (0, 2), (2, 1), (1, 1), (0, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	3	3	316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1347.419132799958	['right', 'left', 'right', 'right', 'right', 'left']	[9.004061099956743, 12.200849099899642, 13.250601699925028, 15.033892799983732, 17.105120499967597, 18.674425299977884]	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(2, 1), (2, 0), (1, 1), (2, 0), (2, 1), (1, 0), (1, 2), (2, 2), (2, 1), (1, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	4	4	658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1368.416277899989	['right', 'left', 'left', 'left', 'left', 'right']	[8.798987200018018, 11.078943200060166, 13.277597400010563, 15.231238699983805, 17.712203199975193, 18.96366680006031]	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(0, 0), (1, 0), (2, 1), (0, 2), (0, 2), (0, 0), (2, 0), (2, 2), (0, 2), (0, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	5	5	108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1389.4170655999333	['left', 'right', 'left', 'right', 'right', 'left']	[9.020025299978442, 11.57944410003256, 13.553324399981648, 15.783324099960737, 17.497994799981825, 19.106263000052422]	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
